"sample","run","plate","type","gel_band","concentration","reads_total","conv_P.N","qPCR_score","average_Ct","qPCR_inhibition","qPCR_degradation","GCNreads","mbNT_GCN","qPCR_thresh1","qPCR_thresh4","Anas_carolinensis","Anguilla_anguilla","Ardea_cinerea","Arvicola_amphibius","Barbatula_barbatula","Barbus_barbus","Bos_taurus","Bufo_bufo","Buteo_buteo","Canis_lupus","Carassius_carassius","Carduelis_carduelis","Cervus_elaphus","Clupea_harengus","Cottus_gobio","Cyprinus_carpio","Dendrocopos_major","Equus_caballus","Esox_lucius","Felis_catus","Fulica_atra","Gallinula_chloropus","Garrulus_glandarius","Gasterosteus_aculeatus","Gymnocephalus_cernua","Haematopus_ostralegus","Hippolais_polyglotta","Homo_sapiens","Lepus_europaeus","Lissotriton_helveticus","Lissotriton_vulgaris","Lutra_lutra","Meleagris_gallopavo","Meles_meles","Muntiacus_reevesi","Mus_musculus","Mustela_putorius","Myodes_glareolus","Neomys_fodiens","Numida_meleagris","Oncorhynchus_mykiss","Oryctolagus_cuniculus","Ovis_aries","Pelophylax_ridibundus","Phasianus_colchicus","Phoxinus_phoxinus","Picus_viridis","Pipistrellus_pipistrellus","Prunella_modularis","Pungitius_pungitius","Rana_temporaria","Rattus_norvegicus","Rhamphochromis_esox","Rutilus_rutilus","Sciurus_carolinensis","Sitta_europaea","Sorex_araneus","Squalius_cephalus","Strix_aluco","Sturnus_vulgaris","Sus_scrofa","Triturus_cristatus","Vulpes_vulpes","mbTA_GCN"
"F153","Run 1",3,"FERA","No",0,17,"N",12,35.4,"No","No",0,"N","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"F154","Run 1",3,"FERA","Yes",2.43,39901,"P",1,40.6,"No","No",0,"N","P","N",0,0,0,0,0,0,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12372,0,0,0,0,0,0,0,0,0,0,0,0,0,1391,0,0,0,0,0,0,0,0,0,0,6813,2496,0,0,0,0,0,0,0,0,0,"N"
"F155","Run 1",3,"FERA","Yes",1.91,30655,"N",2,40.8,"No","No",0,"N","P","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4530,0,0,0,0,0,0,0,0,9268,0,0,2468,0,0,0,0,0,0,0,0,0,0,0,1681,0,0,0,0,0,0,0,0,0,1537,0,0,0,0,0,0,0,0,0,0,"N"
"F156","Run 1",3,"FERA","Yes",2.69,44910,"N",8,40.9,"No","No",0,"N","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3013,0,0,0,0,0,2906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3235,0,0,0,0,0,0,0,0,0,"N"
"F157","Run 1",3,"FERA","Yes",17.8,50174,"P",12,36.8,"No","No",20852,"P","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878,113,40,0,0,453,0,0,0,20852,0,"P"
"F158","Run 1",3,"FERA","Yes",25.8,41269,"N",3,41.1,"No","No",72,"P","P","N",0,0,0,0,0,0,1286,0,0,0,0,0,0,0,43,0,0,0,0,0,0,229,0,0,0,0,0,32671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,17,0,0,0,0,0,64,178,0,0,0,0,0,0,4051,72,63,"P"
"F159","Run 1",3,"FERA","Yes",2.56,38539,"N",1,40.2,"No","No",0,"N","P","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,"N"
"F16","Run 1",1,"FERA","Yes",7.31,52444,"N",1,40.7,"No","No",14,"P","P","N",0,0,0,736,0,0,0,5781,0,0,0,0,0,0,0,0,0,0,0,0,6663,0,0,0,0,0,0,0,0,0,8196,0,0,0,0,0,0,0,0,0,0,13471,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,"N"
"F160","Run 1",3,"FERA","Yes",12.3,56048,"N",11,39.1,"No","No",3284,"P","P","P",0,0,0,0,0,0,1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,0,0,0,0,0,0,1814,587,0,0,0,0,0,0,0,3284,0,"P"
"F161","Run 1",3,"FERA","Yes",2.34,45971,"P",9,39,"No","No",2272,"P","P","P",0,0,0,0,0,0,487,0,0,0,0,0,0,0,0,0,0,0,53,0,12074,0,0,0,0,0,0,0,0,0,17723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,1109,1134,0,0,0,0,0,0,814,2272,0,"P"
"F162","Run 1",3,"FERA","Yes",13.2,76661,"N",8,38.7,"No","No",1450,"P","P","P",0,0,0,0,0,0,1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40758,0,220,0,0,0,0,0,0,0,0,1450,0,"P"
"F163","Run 1",3,"FERA","Yes",0.11,2894,"N",12,37.8,"No","No",817,"P","P","P",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,14,0,28,0,0,0,0,0,0,0,41,817,0,"P"
"F164","Run 1",3,"FERA","Yes",2.59,44093,"P",12,34.7,"No","No",21796,"P","P","P",0,102,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11423,1546,0,0,0,0,0,0,0,0,6019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,11,0,0,0,0,0,0,0,60,21796,0,"P"
"F165","Run 1",3,"FERA","Yes",6.71,47579,"N",9,39.1,"No","No",780,"P","P","P",0,0,0,0,0,0,4828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1621,7129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,17,0,800,0,0,0,0,0,574,780,0,"P"
"F166","Run 1",3,"FERA","Yes",0,77,"P",12,34.9,"No","No",0,"N","P","P",0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,"N"
"F167","Run 1",3,"FERA","Yes",3.81,52004,"N",6,40.7,"No","No",9,"P","P","P",0,0,0,0,0,0,4888,0,0,0,0,0,0,0,0,0,0,0,0,0,6298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5768,4416,0,0,0,3447,0,0,0,0,0,"N"
"F168","Run 1",3,"FERA","Yes",2.87,34939,"P",2,39.9,"No","No",0,"N","P","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10335,0,789,0,0,0,0,0,0,0,0,0,0,"N"
"F169","Run 1",3,"FERA","Yes",4.24,47812,"N",5,39.7,"No","No",12149,"P","P","P",0,0,0,0,0,0,12561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312,0,0,0,0,0,0,0,0,12149,0,"P"
"F17","Run 1",1,"FERA","Yes",1.2,97683,"N",1,41.5,"No","No",0,"N","P","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506,0,8456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,50,881,58149,0,0,0,0,0,0,0,0,0,0,0,"N"
"F170","Run 1",3,"FERA","Yes",4.29,54020,"P",12,37.6,"No","No",4355,"P","P","P",0,0,0,0,0,0,10794,0,0,0,0,0,0,0,0,0,0,0,0,0,7944,0,0,0,0,0,0,0,0,0,6709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1584,0,0,0,0,0,0,0,0,4355,0,"P"
"F171","Run 1",3,"FERA","Yes",3.46,38306,"P",7,39.5,"No","No",8,"P","P","P",0,0,0,3986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2156,4577,0,0,0,0,0,0,4823,0,0,"N"
"F172","Run 1",3,"FERA","Yes",0.86,18348,"N",1,39.6,"No","No",0,"N","P","N",0,0,0,0,0,0,0,0,0,5020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7133,0,0,0,0,0,0,0,0,0,"N"
"F173","Run 1",3,"FERA","Yes",6.81,59065,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,12915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,524,0,0,0,0,0,"N"
"F174","Run 1",3,"FERA","Yes",3.45,54218,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6113,0,0,0,0,0,0,0,0,"N"
"F175","Run 1",3,"FERA","Yes",1.08,26823,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,0,0,4663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,"N"
"F176","Run 1",3,"FERA","No",0,145,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"F177","Run 1",3,"FERA","No",0,89,"N",0,0,"No","No",8,"P","N","N",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,8,0,"P"
"F178","Run 1",3,"FERA","Yes",1.52,41368,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"F179","Run 1",3,"FERA","Yes",5.07,50898,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,43980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,"N"
"F18","Run 1",1,"FERA","Yes",5.26,38059,"N",1,40.5,"No","No",269,"P","P","N",0,0,0,0,0,0,0,3104,4664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,0,0,0,0,0,0,0,12,37,0,0,0,0,0,0,0,269,0,"P"
"F180","Run 1",4,"FERA","Yes",2.83,24432,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,0,0,2233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,0,0,1710,0,0,0,0,0,0,0,0,"N"
"F181","Run 1",4,"FERA","Yes",22.5,47640,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,227,0,0,460,0,0,0,0,0,0,2334,0,0,0,0,0,539,0,0,0,0,35047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877,0,0,0,0,0,0,0,0,0,1933,0,0,"N"
"F182","Run 1",4,"FERA","No",0,31,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,"N"
"F183","Run 1",4,"FERA","Yes",10.7,49422,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,2073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1830,0,0,"N"
"F184","Run 1",4,"FERA","Yes",13.2,532391,"N",0,0,"No","No",5,"P","N","N",0,0,0,9759,0,0,4677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27236,0,139308,0,0,0,154717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,12,0,0,0,0,0,0,0,0,0,0,"N"
"F185","Run 1",4,"FERA","No",0,29,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"F186","Run 1",4,"FERA","Yes",5.9,50106,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,37784,0,0,0,0,0,0,0,0,0,0,0,0,0,2298,0,0,0,0,0,0,0,0,4105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,"N"
"F187","Run 1",4,"FERA","Yes",27.1,77420,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,29162,0,0,0,0,1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3976,9,0,0,0,0,0,0,0,226,0,0,"N"
"F188","Run 1",4,"FERA","Yes",2.34,47665,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5181,0,0,"N"
"F189","Run 1",4,"FERA","Yes",2.22,48859,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6052,0,0,0,0,18899,0,0,0,0,0,0,0,0,0,6058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,"N"
"F19","Run 1",1,"FERA","Yes",20.4,76193,"P",5,40.7,"No","No",0,"N","P","P",0,0,0,0,0,0,1824,0,0,0,0,0,0,0,0,0,0,0,0,0,2144,0,0,0,0,0,0,29481,0,0,5682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,"N"
"F190","Run 1",4,"FERA","Yes",8,60861,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,0,0,5183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4209,0,0,0,0,0,0,0,0,566,0,0,"N"
"F191","Run 1",4,"FERA","Yes",0.17,44,"P",0,0,"No","Yes",7,"P","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,"P"
"F192","Run 1",4,"FERA","Yes",13,70752,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,256,0,0,0,0,0,3548,0,0,0,0,0,45470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7289,0,0,936,0,0,"N"
"F193","Run 1",4,"FERA","Yes",14.1,65723,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,35265,0,475,0,0,0,0,0,0,0,0,0,0,0,4200,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1723,0,25,0,0,0,0,0,0,0,0,0,0,"N"
"F194","Run 1",4,"FERA","Yes",15.9,62604,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,56278,0,0,0,0,0,0,0,0,0,0,0,0,0,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,0,0,0,0,0,0,0,0,0,206,0,0,"N"
"F195","Run 1",4,"FERA","Yes",13.4,53526,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2481,0,1933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"F196","Run 1",4,"FERA","Yes",5.16,40171,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5048,0,0,0,0,0,592,0,6,0,0,0,0,0,0,0,553,0,0,"N"
"F197","Run 1",4,"FERA","No",0,7,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"F198","Run 1",4,"FERA","Yes",14.2,64200,"N",0,0,"No","No",5,"P","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8551,16,0,425,0,0,0,0,0,9012,0,386,"N"
"F199","Run 1",4,"FERA","Yes",1.59,44636,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,0,0,7863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,"N"
"F2","Run 1",1,"FERA","Yes",3.92,56858,"N",3,41.1,"No","No",0,"N","P","N",0,0,0,0,0,0,3063,0,0,1525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,0,0,0,0,0,0,605,0,0,"N"
"F20","Run 1",1,"FERA","No",0.22,63,"N",12,38,"No","No",0,"N","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"F200","Run 1",4,"FERA","Yes",0.56,19543,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,"N"
"F201","Run 1",4,"FERA","Yes",13,53496,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,41677,0,0,0,0,0,0,0,0,0,0,0,0,0,1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2452,0,0,507,0,0,0,0,0,0,0,0,0,"N"
"F202","Run 1",4,"FERA","Yes",14.6,39495,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"F203","Run 1",4,"FERA","Yes",18.9,60841,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,"N"
"F204","Run 1",4,"FERA","Yes",3.48,31794,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5292,0,4209,0,0,0,0,0,0,0,0,0,0,"N"
"F205","Run 1",4,"FERA","Yes",27.5,69071,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,0,0,1518,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,25837,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"F206","Run 1",4,"FERA","Yes",18.4,48927,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,2951,0,0,0,0,842,0,0,0,0,0,0,0,0,0,965,0,0,0,0,0,27222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062,0,0,0,0,0,0,1762,0,330,666,0,0,0,0,0,815,0,0,"N"
"F207","Run 1",4,"FERA","Yes",41.2,63671,"N",0,0,"No","No",0,"N","N","N",0,52,0,0,0,0,0,14304,0,0,0,0,98,0,0,580,0,0,0,0,0,274,0,14529,0,0,0,30591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,48,0,0,10,0,0,0,0,0,0,0,0,0,0,"N"
"F208","Run 1",4,"FERA","Yes",8.88,48341,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7059,0,0,0,0,0,0,0,0,0,0,0,28574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5667,0,0,0,0,0,0,0,0,0,"N"
"F209","Run 1",4,"FERA","Yes",15.7,53248,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,5242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320,0,0,0,0,0,0,0,393,0,1631,0,0,0,0,0,66,0,328,"N"
"F21","Run 1",1,"FERA","Yes",12.2,67454,"N",3,40.4,"No","No",0,"N","P","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,"N"
"F210","Run 1",4,"FERA","Yes",17.4,86097,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,2124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781,0,0,0,0,0,56767,0,0,0,0,0,0,0,0,0,0,0,250,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1441,0,0,"N"
"F211","Run 1",4,"FERA","Yes",21.1,47416,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,40217,0,0,0,0,0,0,0,0,0,0,0,0,130,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990,0,0,0,0,0,0,0,469,0,0,0,0,0,0,0,0,0,436,0,0,"N"
"F212","Run 1",4,"FERA","Yes",2.86,159812,"N",0,0,"No","No",10,"P","N","N",0,0,0,0,0,0,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5353,0,0,0,0,0,0,36720,11,0,8554,0,0,0,0,0,0,0,0,"N"
"F213","Run 1",4,"FERA","Yes",5.18,38809,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,27527,6,7,0,0,0,0,937,0,0,0,0,0,0,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3049,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"F214","Run 1",4,"FERA","Yes",18.4,36129,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,12,0,0,0,0,0,0,0,170,0,0,"N"
"F215","Run 1",4,"FERA","Yes",5.62,40744,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,0,0,2137,0,0,0,0,0,0,0,0,0,0,0,0,0,7492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17916,0,7,0,0,0,0,0,0,0,0,0,0,"N"
"F216","Run 1",4,"FERA","Yes",18.1,50231,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22935,0,0,0,13924,0,0,0,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5891,5,0,1506,0,0,0,0,0,0,0,0,"N"
"F217","Run 1",4,"FERA","No",0,16,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,"N"
"F218","Run 1",4,"FERA","Yes",12.1,49295,"N",0,0,"No","No",0,"N","N","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34176,0,0,0,0,0,0,0,0,0,0,0,0,0,915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
