"sample","run","plate","type","gel_band","concentration","reads_total","conv_P.N","qPCR_score","average_Ct","qPCR_inhibition","qPCR_degradation","GCNreads","mbNT_GCN","qPCR_thresh1","qPCR_thresh4","Anas_carolinensis","Anguilla_anguilla","Ardea_cinerea","Arvicola_amphibius","Barbatula_barbatula","Barbus_barbus","Bos_taurus","Bufo_bufo","Buteo_buteo","Canis_lupus","Carassius_carassius","Carduelis_carduelis","Cervus_elaphus","Clupea_harengus","Cottus_gobio","Cyprinus_carpio","Dendrocopos_major","Equus_caballus","Esox_lucius","Felis_catus","Fulica_atra","Gallinula_chloropus","Garrulus_glandarius","Gasterosteus_aculeatus","Gymnocephalus_cernua","Haematopus_ostralegus","Hippolais_polyglotta","Homo_sapiens","Lepus_europaeus","Lissotriton_helveticus","Lissotriton_vulgaris","Lutra_lutra","Meleagris_gallopavo","Meles_meles","Muntiacus_reevesi","Mus_musculus","Mustela_putorius","Myodes_glareolus","Neomys_fodiens","Numida_meleagris","Oncorhynchus_mykiss","Oryctolagus_cuniculus","Ovis_aries","Pelophylax_ridibundus","Phasianus_colchicus","Phoxinus_phoxinus","Picus_viridis","Pipistrellus_pipistrellus","Prunella_modularis","Pungitius_pungitius","Rana_temporaria","Rattus_norvegicus","Rhamphochromis_esox","Rutilus_rutilus","Sciurus_carolinensis","Sitta_europaea","Sorex_araneus","Squalius_cephalus","Strix_aluco","Sturnus_vulgaris","Sus_scrofa","Triturus_cristatus","Vulpes_vulpes","mbTA_GCN"
"F285","Run 2",5,"FERA","Yes",22,30908,"N",11,39.6,"No","No",22,"P","P","P",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,22,0,"P"
"F286","Run 2",5,"FERA","Yes",0.6,45149,"P",12,38.3,"No","No",7181,"P","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12891,0,0,0,0,0,0,0,0,0,0,7181,0,"P"
"F287","Run 2",5,"FERA","Yes",0,36790,"N",1,41.9,"No","No",0,"N","P","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"F288","Run 2",5,"FERA","No",0,6,"N",11,38.6,"No","No",0,"N","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"F289","Run 2",5,"FERA","Yes",7.26,52318,"P",12,37.3,"No","No",1807,"P","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,37928,0,0,7137,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1807,0,"P"
"F29","Run 1",1,"FERA","Yes",3.4,46628,"N",12,37.1,"No","No",14272,"P","P","P",0,0,0,0,0,0,4814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14272,0,"P"
"F290","Run 2",5,"FERA","No",0,7,"N",1,41.7,"No","No",0,"N","P","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"F291","Run 2",5,"FERA","Yes",0,22818,"N",12,36.7,"No","No",8985,"P","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,0,0,0,0,0,10665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8985,0,"P"
"F292","Run 2",5,"FERA","Yes",1.47,68967,"N",2,40.7,"No","No",2714,"P","P","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1286,0,0,0,0,0,0,2714,0,"P"
"F293","Run 2",5,"FERA","Yes",9.97,53634,"N",1,40.7,"No","No",5,"P","P","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,974,828,0,0,"N"
"F294","Run 2",5,"FERA","Yes",1.67,68090,"N",12,40.8,"No","No",6,"P","P","P",0,0,0,0,0,0,34256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294,0,0,0,0,0,0,0,0,5818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,"N"
"F295","Run 2",5,"FERA","No",0,44,"N",1,42.4,"No","No",0,"N","P","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"F296","Run 2",5,"FERA","Yes",1.53,114189,"N",4,41.8,"No","No",8,"P","P","P",0,0,0,0,0,0,0,0,0,5310,0,0,0,0,0,0,0,0,0,0,0,5196,0,30795,0,0,0,48253,0,0,10194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,9,0,0,0,0,0,0,0,0,0,0,"N"
"F297","Run 2",5,"FERA","Yes",1.9,78013,"N",5,42.1,"No","No",1957,"P","P","P",0,0,0,0,0,0,43671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1812,1957,0,"P"
"F298","Run 2",5,"FERA","No",0,50,"N",12,39.1,"No","No",6,"P","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,"P"
"F299","Run 2",5,"FERA","No",0,74,"N",3,41.5,"No","No",0,"N","P","N",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,24,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,"N"
"F3","Run 1",1,"FERA","Yes",0.28,4236,"N",1,39.8,"No","No",0,"N","P","N",0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,363,0,0,0,0,0,0,5,0,109,56,0,0,0,0,0,0,0,0,"N"
"F30","Run 1",1,"FERA","Yes",6.08,62658,"N",12,37,"No","No",4025,"P","P","P",0,0,0,0,0,0,654,0,0,279,0,0,0,0,0,0,0,0,0,0,0,2648,0,0,0,0,0,0,0,0,31127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,10970,4025,0,"P"
"F300","Run 2",5,"FERA","No",0,49,"N",2,41.6,"No","No",5,"P","P","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,"P"
"F301","Run 2",5,"FERA","Yes",9.62,20520,"N",1,42.7,"No","No",6,"P","P","N",0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2275,0,19,0,105,0,0,0,0,0,205,0,0,"N"
"F302","Run 2",5,"FERA","Yes",5.07,128053,"N",7,41.9,"No","No",0,"N","P","P",0,0,0,0,0,0,908,0,0,370,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,108432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"F303","Run 2",5,"FERA","No",0,107,"N",5,41.7,"No","No",10,"P","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,19,0,0,0,0,0,0,0,0,10,0,"P"
"F304","Run 2",5,"FERA","Yes",0,20576,"N",6,41.6,"No","No",2732,"P","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732,0,"P"
"F305","Run 2",5,"FERA","Yes",7.39,62619,"P",12,38,"No","No",7671,"P","P","P",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9362,0,0,0,0,0,0,0,0,13129,0,0,0,0,0,0,0,0,0,0,0,1213,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,7671,0,"P"
"F306","Run 2",5,"FERA","No",0,12,"N",12,39.2,"No","No",0,"N","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,"N"
"F307","Run 2",5,"FERA","Yes",0,700,"P",12,35.4,"No","No",495,"P","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,495,0,"P"
"F308","Run 2",5,"FERA","Yes",8.75,78403,"N",12,31.5,"No","No",47708,"P","P","P",0,0,0,0,0,57,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2931,0,0,0,7742,0,0,1390,47708,0,"P"
"F309","Run 2",5,"FERA","Yes",0,9927,"N",8,40.9,"No","No",2391,"P","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1239,0,0,0,0,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2391,0,"P"
"F31","Run 1",1,"FERA","Yes",17.1,59580,"N",12,34.9,"No","No",11260,"P","P","P",0,0,0,0,0,0,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14164,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20923,0,0,0,0,0,0,0,0,0,2685,11260,0,"P"
"F310","Run 2",5,"FERA","Yes",0,16284,"N",9,40.6,"No","No",11139,"P","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11139,0,"P"
"F311","Run 2",5,"FERA","Yes",1.72,90806,"N",4,40.7,"No","No",0,"N","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4809,0,0,0,0,0,0,0,0,0,0,0,3442,0,0,0,0,0,0,0,0,"N"
"F312","Run 2",5,"FERA","Yes",2.2,68412,"N",9,40.7,"No","No",2694,"P","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12175,0,0,0,0,0,0,0,1429,0,7,0,0,0,0,0,0,0,836,2694,0,"P"
"F313","Run 2",5,"FERA","No",0,10,"N",3,42.2,"No","No",0,"N","P","N",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,"N"
"F314","Run 2",5,"FERA","Yes",2.41,63645,"N",3,41,"No","No",0,"N","P","N",0,0,0,0,0,0,33393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3029,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"F315","Run 2",5,"FERA","Yes",3.95,85566,"N",12,38.8,"No","No",852,"P","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3636,0,0,0,0,0,55289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,852,0,"P"
"F316","Run 2",5,"FERA","Yes",0,26005,"N",2,40,"No","No",0,"N","P","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5049,0,0,0,0,0,0,0,0,11223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"F317","Run 2",5,"FERA","Yes",0,22046,"N",2,41,"No","No",18,"P","P","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3977,0,0,0,0,0,0,1400,0,0,0,0,0,0,0,0,2122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,18,0,"P"
"F318","Run 2",5,"FERA","Yes",0.96,36967,"N",5,40.4,"No","No",7716,"P","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7716,0,"P"
"F319","Run 2",5,"FERA","No",0,44,"N",6,39.4,"No","No",0,"N","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,"N"
"F32","Run 1",1,"FERA","Yes",6.23,58041,"N",10,38.6,"No","No",1707,"P","P","P",0,0,0,0,0,0,0,0,0,3990,0,0,0,0,0,0,0,0,0,0,0,2314,0,26852,0,0,426,0,0,0,18348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,1707,0,"P"
"F320","Run 2",6,"FERA","Yes",1.39,42647,"N",9,41.1,"No","No",7786,"P","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7786,0,"P"
"F321","Run 2",6,"FERA","Yes",0,0,"P",12,36.9,"No","No",0,"N","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"F322","Run 2",6,"FERA","Yes",0.63,15591,"N",5,40.5,"No","No",0,"N","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065,0,0,"N"
"F323","Run 2",6,"FERA","Yes",9.73,56972,"P",12,36.7,"No","No",8134,"P","P","P",0,0,0,0,0,0,625,0,0,2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,8134,0,"P"
"F324","Run 2",6,"FERA","No",0,20,"N",3,40.4,"No","No",0,"N","P","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"F325","Run 2",6,"FERA","Yes",2.77,45550,"N",1,40.5,"No","No",0,"N","P","N",0,0,0,0,0,0,7363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2936,0,0,0,0,0,0,0,0,24518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"F326","Run 2",6,"FERA","Yes",18.2,57206,"N",1,41.9,"No","No",0,"N","P","N",0,0,0,0,0,0,0,0,0,3697,0,0,0,0,0,0,0,0,0,0,0,269,0,37191,0,0,0,0,0,0,4776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9147,0,0,0,372,0,0,0,0,0,0,0,0,"N"
"F327","Run 2",6,"FERA","No",0,28,"N",5,41.6,"No","No",0,"N","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,"N"
"F328","Run 2",6,"FERA","Yes",2.78,53621,"P",10,40.5,"No","No",1443,"P","P","P",0,0,0,0,0,0,6821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8758,0,0,0,0,0,0,0,0,29879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1443,0,"P"
"F329","Run 2",6,"FERA","Yes",5.26,50126,"N",4,41.2,"No","No",0,"N","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8687,3030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11638,0,0,"N"
"F33","Run 1",1,"FERA","Yes",2.7,51834,"N",1,39.5,"No","No",0,"N","P","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1555,0,0,0,0,0,22994,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,"N"
"F330","Run 2",6,"FERA","Yes",1.37,46344,"N",9,39.9,"No","No",7801,"P","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2545,7801,0,"P"
"F331","Run 2",6,"FERA","Yes",0.83,26400,"N",4,40.6,"No","No",0,"N","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,13208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3539,0,0,0,0,0,0,0,0,"N"
"F332","Run 2",6,"FERA","Yes",8.25,69529,"N",12,35.6,"No","No",21650,"P","P","P",0,0,0,0,0,0,3820,0,0,1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,21650,0,"P"
"F333","Run 2",6,"FERA","Yes",10.9,66882,"N",11,38.9,"No","No",2857,"P","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27232,0,0,6768,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2857,0,"P"
"F334","Run 2",6,"FERA","Yes",4.78,55420,"P",12,35.5,"No","No",25836,"P","P","P",0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2210,0,0,0,0,0,0,0,0,9511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,25836,0,"P"
"F335","Run 2",6,"FERA","Yes",3.86,44228,"P",2,40.1,"No","No",0,"N","P","N",0,0,0,0,0,0,10364,0,0,47,0,0,0,0,0,0,0,0,0,0,0,9991,0,0,0,0,0,0,0,0,4237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1289,0,0,"N"
"F336","Run 2",6,"FERA","Yes",15.7,48590,"N",11,39.3,"No","No",190,"P","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17916,0,0,0,0,0,747,0,0,0,0,0,0,0,0,3303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,190,0,"P"
"F337","Run 2",6,"FERA","Yes",0.74,26813,"P",12,36.6,"No","No",3164,"P","P","P",0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0,18674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,3164,0,"P"
"F338","Run 2",6,"FERA","Yes",2.62,42598,"N",1,40,"No","No",0,"N","P","N",0,0,0,0,0,0,7489,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13956,0,8,0,0,0,0,0,0,0,0,0,0,"N"
"F339","Run 2",6,"FERA","No",0,38,"N",3,41.4,"No","No",5,"P","P","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,"P"
"F34","Run 1",1,"FERA","Yes",12.3,52376,"N",12,35.6,"No","No",10545,"P","P","P",0,0,0,0,0,0,6830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,772,10545,0,"P"
"F340","Run 2",6,"FERA","Yes",1.45,31624,"N",2,40.6,"No","No",0,"N","P","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4348,0,0,0,0,0,0,0,0,"N"
"F341","Run 2",6,"FERA","Yes",9.18,40359,"N",12,38,"No","No",2457,"P","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2457,0,"P"
"F342","Run 2",6,"FERA","Yes",12.6,42776,"P",12,35.3,"No","No",12966,"P","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5075,12966,0,"P"
"F343","Run 2",6,"FERA","Yes",9.8,40301,"N",5,40.5,"No","No",0,"N","P","P",0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,106,0,160,0,0,0,0,0,13349,0,0,10395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758,0,0,0,1290,0,0,0,0,0,244,0,0,"N"
"F344","Run 2",6,"FERA","Yes",5.49,35722,"P",12,36.6,"No","No",8343,"P","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17801,0,0,0,0,0,0,0,0,0,5474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,0,0,0,0,0,0,0,323,8343,0,"P"
"F345","Run 2",6,"FERA","Yes",7.3,39095,"N",6,40.3,"No","No",0,"N","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,27887,0,0,0,0,0,0,2911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3851,0,0,"N"
"F346","Run 2",6,"FERA","Yes",15.5,43347,"N",1,41,"No","No",3075,"P","P","N",0,211,0,0,368,0,356,0,0,0,0,0,0,0,1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29557,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,0,0,0,0,285,0,0,1205,3075,0,"P"
"F347","Run 2",6,"FERA","Yes",4.34,36104,"P",12,35.7,"No","No",5515,"P","P","P",0,0,0,0,0,0,0,0,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5515,0,"P"
"F348","Run 2",6,"FERA","Yes",3.43,38465,"N",12,37.7,"No","No",1888,"P","P","P",0,0,0,0,0,0,1231,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,189,7,0,0,0,0,0,0,0,626,1888,0,"P"
"F349","Run 2",6,"FERA","Yes",12.6,52055,"N",12,32.3,"No","No",28195,"P","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4295,0,0,0,0,0,0,0,0,8358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28195,0,"P"
"F35","Run 1",1,"FERA","Yes",1.63,130187,"N",9,39.4,"No","No",6607,"P","P","P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10308,2990,0,0,0,0,0,0,0,0,61906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1422,6607,0,"P"
